225 151 617 0 4
254 160 673 4 4
290 159 684 8 4
345 175 693 12 4
449 188 641 16 4
509 200 609 20 4
594 189 495 24 4
666 202 442 28 4
716 201 365 32 4
702 172 274 36 4
638 147 221 40 4
584 146 187 44 4
237 185 663 0 6
247 165 691 4 6
285 166 717 8 6
355 180 722 12 6
486 213 673 16 6
540 216 625 20 6
627 213 532 24 6
690 207 446 28 6
747 211 372 32 6
756 204 303 36 6
724 184 243 40 6
612 158 187 44 6
243 194 681 0 8
270 206 761 4 8
310 217 802 8 8
385 224 795 12 8
502 227 700 16 8
554 231 654 20 8
647 237 563 24 8
712 213 448 28 8
761 208 366 32 8
781 213 306 36 8
759 212 249 40 8
678 185 212 44 8
253 211 711 0 10
280 238 785 4 10
331 267 833 8 10
385 272 835 12 10
505 249 738 16 10
595 277 677 20 10
678 277 588 24 10
758 272 491 28 10
809 247 383 32 10
779 199 290 36 10
770 206 255 40 10
696 195 215 44 10
257 208 721 0 12
289 235 802 4 12
345 263 842 8 12
395 292 841 12 12
535 275 752 16 12
622 298 672 20 12
695 297 593 24 12
786 308 484 28 12
829 297 403 32 12
840 288 324 36 12
808 262 267 40 12
718 232 221 44 12
264 249 737 0 14
305 277 818 4 14
347 285 850 8 14
409 305 846 12 14
464 342 813 16 14
647 327 658 20 14
709 341 591 24 14
784 321 496 28 14
835 310 400 32 14
847 283 327 36 14
814 263 269 40 14
714 242 220 44 14
264 248 733 0 16
300 297 805 4 16
333 318 838 8 16
418 335 837 12 16
470 377 799 16 16
647 375 653 20 16
708 376 587 24 16
780 352 501 28 16
835 336 394 32 16
844 323 329 36 16
810 290 267 40 16
731 272 229 44 16
260 315 681 0 18
304 312 804 4 18
333 354 811 8 18
428 388 811 12 18
504 399 775 16 18
641 424 636 20 18
696 418 578 24 18
756 422 495 28 18
820 372 403 32 18
834 340 318 36 18
794 329 265 40 18
718 283 226 44 18
262 298 698 0 20
293 353 751 4 20
323 360 795 8 20
408 426 785 12 20
520 439 735 16 20
627 478 606 20 20
665 470 573 24 20
738 459 483 28 20
785 428 396 32 20
792 397 314 36 20
763 350 259 40 20
692 328 229 44 20
253 348 628 0 22
265 370 672 4 22
334 389 774 8 22
374 429 772 12 22
496 472 727 16 22
581 485 650 20 22
662 486 560 24 22
724 486 469 28 22
750 477 383 32 22
755 431 302 36 22
722 377 251 40 22
649 351 220 44 22
252 335 633 0 24
267 368 671 4 24
340 439 729 8 24
370 515 692 12 24
451 533 693 16 24
559 526 631 20 24
664 491 546 24 24
716 486 467 28 24
752 460 381 32 24
752 422 304 36 24
717 384 257 40 24
627 340 212 44 24
237 377 562 0 26
267 428 617 4 26
309 506 637 8 26
329 561 615 12 26
408 621 609 16 26
459 697 521 20 26
529 700 455 24 26
566 687 394 28 26
614 618 333 32 26
613 542 271 36 26
587 470 231 40 26
530 407 199 44 26
218 374 519 0 28
271 458 594 4 28
285 532 571 8 28
362 594 615 12 28
401 664 565 16 28
462 701 525 20 28
525 713 452 24 28
571 691 389 28 28
589 645 331 32 28
592 556 266 36 28
582 478 232 40 28
530 420 203 44 28
223 389 508 0 30
263 475 560 4 30
298 523 595 8 30
370 642 571 12 30
393 699 535 16 30
429 759 471 20 30
480 772 415 24 30
528 736 369 28 30
552 681 314 32 30
567 582 264 36 30
540 514 228 40 30
498 444 200 44 30
221 448 432 0 32
239 513 467 4 32
255 580 468 8 32
299 655 502 12 32
386 735 503 16 32
418 785 455 20 32
456 802 395 24 32
475 794 350 28 32
493 734 301 32 32
532 616 259 36 32
529 531 229 40 32
481 490 208 44 32
209 446 391 0 34
240 521 460 4 34
253 586 461 8 34
281 698 442 12 34
360 766 473 16 34
418 802 436 20 34
462 805 386 24 34
455 809 317 28 34
435 773 272 32 34
429 681 230 36 34
402 589 197 40 34
394 539 193 44 34
210 471 373 0 36
217 538 377 4 36
248 608 431 8 36
264 765 358 12 36
289 830 356 16 36
315 888 340 20 36
361 903 321 24 36
472 780 314 28 36
446 754 266 32 36
423 695 232 36 36
408 584 198 40 36
405 530 193 44 36
206 486 350 0 38
210 547 349 4 38
218 644 332 8 38
243 746 334 12 38
272 839 329 16 38
295 900 310 20 38
315 920 290 24 38
382 874 282 28 38
430 756 257 32 38
431 676 230 36 38
394 600 199 40 38
349 539 179 44 38
197 474 326 0 40
213 557 352 4 40
