302 168 710 2 2
306 175 737 4 2
311 172 742 6 2
324 178 755 8 2
362 183 766 10 2
394 186 756 12 2
426 187 741 14 2
467 190 708 16 2
502 188 680 18 2
537 187 636 20 2
570 183 587 22 2
610 181 548 24 2
655 187 510 26 2
677 185 474 28 2
705 184 435 30 2
724 183 402 32 2
749 183 367 34 2
754 182 332 36 2
750 180 307 38 2
734 173 302 40 2
708 168 261 42 2
651 154 267 44 2
282 191 757 2 4
301 195 785 4 4
318 191 799 6 4
348 199 820 8 4
382 211 834 10 4
410 190 820 12 4
445 201 806 14 4
510 220 801 16 4
563 220 758 18 4
605 224 716 20 4
655 224 663 22 4
699 225 616 24 4
741 221 558 26 4
778 225 513 28 4
813 227 469 30 4
836 226 428 32 4
835 215 375 34 4
835 212 340 36 4
814 201 302 38 4
783 190 273 40 4
758 188 248 42 4
710 178 232 44 4
304 219 818 2 6
315 208 833 4 6
345 216 862 6 6
368 224 874 8 6
405 227 875 10 6
447 235 865 12 6
492 242 847 14 6
535 249 829 16 6
577 252 797 18 6
644 257 744 20 6
711 263 680 22 6
750 259 628 24 6
795 262 578 26 6
826 260 531 28 6
844 238 454 30 6
866 238 415 32 6
855 222 362 34 6
860 222 337 36 6
847 217 303 38 6
817 205 278 40 6
790 206 258 42 6
741 196 236 44 6
309 236 836 2 8
314 238 839 4 8
335 241 873 6 8
388 250 908 8 8
427 260 915 10 8
467 269 906 12 8
513 276 884 14 8
558 283 860 16 8
629 292 811 18 8
683 292 761 20 8
740 288 696 22 8
763 271 644 24 8
825 273 565 26 8
858 273 524 28 8
885 265 462 30 8
898 258 429 32 8
904 249 386 34 8
905 250 351 36 8
886 244 315 38 8
855 232 287 40 8
826 227 267 42 8
768 214 240 44 8
321 241 874 2 10
357 269 917 4 10
379 270 931 6 10
413 273 939 8 10
450 285 938 10 10
495 290 924 12 10
542 296 898 14 10
599 310 863 16 10
659 303 807 18 10
715 305 752 20 10
772 319 703 22 10
815 299 634 24 10
842 282 580 26 10
879 275 521 28 10
898 262 467 30 10
912 257 429 32 10
921 251 378 34 10
910 243 346 36 10
894 238 317 38 10
881 249 292 40 10
846 238 272 42 10
805 237 252 44 10
335 278 891 2 12
355 289 922 4 12
391 301 952 6 12
422 313 963 8 12
460 325 963 10 12
507 331 945 12 12
556 340 920 14 12
615 348 879 16 12
670 365 830 18 12
731 359 775 20 12
792 356 711 22 12
843 350 650 24 12
886 349 594 26 12
917 341 540 28 12
939 322 490 30 12
959 320 443 32 12
967 314 404 34 12
963 304 362 36 12
941 295 327 38 12
910 280 300 40 12
872 276 275 42 12
829 264 258 44 12
335 299 880 2 14
362 316 917 4 14
388 327 945 6 14
418 334 955 8 14
456 347 954 10 14
511 361 941 12 14
564 372 910 14 14
617 390 872 16 14
676 398 826 18 14
737 397 769 20 14
791 400 711 22 14
837 399 654 24 14
882 385 591 26 14
919 378 542 28 14
942 366 495 30 14
966 360 440 32 14
972 341 399 34 14
963 326 354 36 14
940 313 323 38 14
911 302 298 40 14
874 292 277 42 14
830 286 257 44 14
349 335 881 2 16
367 341 911 4 16
383 363 920 6 16
422 375 941 8 16
461 397 936 10 16
503 404 929 12 16
553 424 902 14 16
619 431 862 16 16
666 439 822 18 16
723 450 766 20 16
776 460 706 22 16
830 458 643 24 16
865 455 595 26 16
906 431 547 28 16
939 406 489 30 16
960 382 438 32 16
969 374 395 34 16
962 358 359 36 16
942 346 327 38 16
915 334 301 40 16
873 321 277 42 16
824 307 259 44 16
340 355 851 2 18
376 374 894 4 18
391 379 914 6 18
421 404 921 8 18
461 425 918 10 18
506 449 904 12 18
554 464 879 14 18
606 476 847 16 18
655 502 800 18 18
709 503 752 20 18
763 510 699 22 18
816 503 641 24 18
858 490 586 26 18
901 467 536 28 18
929 454 486 30 18
939 446 437 32 18
952 420 395 34 18
949 402 360 36 18
926 386 324 38 18
899 365 300 40 18
859 351 277 42 18
813 336 262 44 18
333 348 741 2 20
349 413 825 4 20
375 426 857 6 20
431 458 879 8 20
462 474 879 10 20
485 497 867 12 20
538 511 852 14 20
594 545 806 16 20
636 552 773 18 20
706 564 720 20 20
747 565 676 22 20
799 549 627 24 20
835 549 571 26 20
858 544 524 28 20
887 524 483 30 20
911 495 432 32 20
922 467 389 34 20
911 446 351 36 20
896 421 320 38 20
864 409 297 40 20
830 388 273 42 20
797 369 262 44 20
328 413 769 2 22
345 437 793 4 22
363 459 811 6 22
400 500 819 8 22
430 533 814 10 22
468 561 808 12 22
517 588 787 14 22
558 609 761 16 22
601 616 734 18 22
657 623 696 20 22
704 624 653 22 22
746 625 605 24 22
786 617 559 26 22
817 606 516 28 22
839 591 472 30 22
856 557 417 32 22
849 529 371 34 22
850 515 342 36 22
837 479 315 38 22
815 452 293 40 22
797 416 272 42 22
759 397 256 44 22
319 431 731 2 24
336 466 744 4 24
358 510 756 6 24
399 548 773 8 24
409 573 766 10 24
453 604 764 12 24
485 638 742 14 24
547 662 720 16 24
583 684 681 18 24
619 709 638 20 24
655 704 611 22 24
698 708 565 24 24
753 666 525 26 24
807 611 489 28 24
831 588 450 30 24
838 568 407 32 24
850 535 373 34 24
831 515 334 36 24
812 487 306 38 24
783 462 282 40 24
744 444 261 42 24
711 413 246 44 24
304 471 664 2 26
323 506 684 4 26
342 542 699 6 26
370 582 708 8 26
395 619 711 10 26
425 663 701 12 26
464 691 694 14 26
492 732 665 16 26
524 762 633 18 26
553 786 597 20 26
587 795 565 22 26
613 808 511 24 26
639 801 481 26 26
663 787 448 28 26
706 732 410 30 26
705 719 380 32 26
710 688 350 34 26
726 607 314 36 26
728 550 288 38 26
710 519 269 40 26
682 484 251 42 26
645 455 233 44 26
296 495 621 2 28
312 543 631 4 28
327 578 642 6 28
353 623 650 8 28
380 666 652 10 28
413 703 654 12 28
449 739 647 14 28
478 772 628 16 28
512 805 599 18 28
538 821 567 20 28
582 827 535 22 28
605 831 500 24 28
632 820 467 26 28
656 801 436 28 28
669 778 399 30 28
681 740 366 32 28
685 702 340 34 28
686 648 310 36 28
673 604 285 38 28
652 564 262 40 28
630 520 242 42 28
595 481 220 44 28
288 529 577 2 30
302 568 584 4 30
318 599 597 6 30
347 656 610 8 30
364 708 597 10 30
384 760 576 12 30
410 817 554 14 30
427 843 538 16 30
458 871 527 18 30
495 881 520 20 30
526 898 488 22 30
554 895 453 24 30
560 899 427 26 30
587 868 394 28 30
649 788 382 30 30
681 732 364 32 30
674 697 329 34 30
657 662 299 36 30
644 620 276 38 30
622 582 256 40 30
597 546 240 42 30
576 506 226 44 30
284 564 528 2 32
295 596 536 4 32
302 643 535 6 32
322 697 535 8 32
344 730 554 10 32
376 778 557 12 32
403 832 543 14 32
424 864 526 16 32
446 896 503 18 32
475 925 482 20 32
495 940 449 22 32
516 940 420 24 32
532 926 396 26 32
535 918 371 28 32
542 896 348 30 32
547 864 327 32 32
552 808 298 34 32
553 778 286 36 32
552 723 269 38 32
555 667 255 40 32
557 589 233 42 32
533 550 223 44 32
274 585 477 2 34
288 630 494 4 34
298 676 490 6 34
310 722 489 8 34
325 763 491 10 34
346 811 491 12 34
370 863 481 14 34
387 912 460 16 34
409 951 444 18 34
424 970 431 20 34
444 985 410 22 34
460 987 396 24 34
483 972 378 26 34
496 959 361 28 34
503 931 332 30 34
510 896 313 32 34
510 852 292 34 34
501 824 274 36 34
489 748 248 38 34
479 699 233 40 34
476 637 221 42 34
476 588 207 44 34
269 601 442 2 36
277 641 450 4 36
285 674 460 6 36
303 727 463 8 36
316 783 457 10 36
324 846 432 12 36
340 882 434 14 36
357 926 425 16 36
379 971 409 18 36
399 997 398 20 36
408 1010 382 22 36
428 1013 365 24 36
443 1002 352 26 36
460 986 335 28 36
466 960 319 30 36
460 908 288 32 36
473 868 274 34 36
473 831 262 36 36
465 760 241 38 36
462 695 226 40 36
457 658 220 42 36
468 599 211 44 36
262 603 426 2 38
277 663 436 4 38
283 712 437 6 38
299 777 436 8 38
313 833 433 10 38
332 885 431 12 38
352 924 427 14 38
369 957 417 16 38
389 987 407 18 38
411 1008 395 20 38
436 1019 374 22 38
447 1013 363 24 38
454 999 342 26 38
477 963 330 28 38
485 924 311 30 38
492 879 293 32 38
487 832 273 34 38
483 792 258 36 38
469 732 239 38 38
467 695 233 40 38
451 657 224 42 38
437 624 215 44 38
254 620 390 2 40
262 672 394 4 40
275 731 402 6 40
294 793 405 8 40
302 836 404 10 40
317 893 401 12 40
335 937 400 14 40
357 970 396 16 40
373 1003 381 18 40
391 1025 371 20 40
405 1035 358 22 40
417 1033 341 24 40
424 1020 327 26 40
421 994 304 28 40
436 955 292 30 40
450 897 276 32 40
458 842 262 34 40
453 786 246 36 40
441 740 232 38 40
429 692 218 40 40
428 650 214 42 40
403 608 201 44 40
240 615 354 2 42
240 655 347 4 42
253 721 356 6 42
269 795 355 8 42
280 844 356 10 42
297 899 362 12 42
307 936 355 14 42
324 976 353 16 42
340 1005 347 18 42
358 1029 336 20 42
372 1036 324 22 42
372 1031 305 24 42
382 1019 296 26 42
384 994 282 28 42
386 953 264 30 42
377 909 245 32 42
380 856 234 34 42
380 809 224 36 42
378 747 212 38 42
378 711 209 40 42
374 670 203 42 42
366 627 195 44 42
229 611 322 2 44
235 658 330 4 44
246 718 332 6 44
255 771 332 8 44
264 824 336 10 44
278 882 335 12 44
286 924 329 14 44
297 963 320 16 44
311 993 313 18 44
320 1012 303 20 44
329 1021 294 22 44
338 1019 284 24 44
343 1004 271 26 44
350 979 263 28 44
356 948 252 30 44
362 912 244 32 44
361 867 232 34 44
365 817 223 36 44
363 762 212 38 44
356 714 203 40 44
359 677 199 42 44
344 629 190 44 44
225 610 309 2 46
229 651 313 4 46
239 705 322 6 46
248 755 322 8 46
261 818 324 10 46
267 865 321 12 46
280 908 314 14 46
289 947 306 16 46
300 976 299 18 46
312 998 292 20 46
319 1004 283 22 46
329 1005 278 24 46
336 994 269 26 46
342 971 259 28 46
343 936 247 30 46
346 895 236 32 46
343 846 224 34 46
340 798 212 36 46
333 747 201 38 46
328 695 192 40 46
324 656 187 42 46
323 627 184 44 46
203 570 268 2 48
211 620 275 4 48
219 672 278 6 48
227 725 280 8 48
237 784 280 10 48
245 825 281 12 48
257 874 282 14 48
270 912 282 16 48
283 940 276 18 48
299 964 263 20 48
309 969 258 22 48
308 943 247 24 48
310 916 236 26 48
312 887 229 28 48
313 847 218 30 48
314 825 215 32 48
315 805 209 34 48
308 765 198 36 48
312 720 193 38 48
311 680 188 40 48
313 645 185 42 48
301 608 174 44 48
196 552 255 2 50
206 604 267 4 50
214 655 269 6 50
225 708 274 8 50
238 771 275 10 50
243 809 275 12 50
252 848 275 14 50
266 886 273 16 50
270 903 265 18 50
277 914 256 20 50
281 914 250 22 50
292 912 244 24 50
295 901 237 26 50
300 881 231 28 50
304 857 225 30 50
301 816 212 32 50
299 771 203 34 50
299 733 196 36 50
295 688 187 38 50
289 645 177 40 50
280 616 172 42 50
279 570 162 44 50
