839,161,192,6,6
726,216,196,12,6
560,320,202,18,6
416,473,195,24,6
314,653,175,30,6
236,827,162,36,6
180,931,150,42,6
820,144,248,6,12
706,197,262,12,12
557,284,270,18,12
425,418,261,24,12
322,587,240,30,12
245,759,219,36,12
194,871,201,42,12
717,136,310,6,18
622,190,340,12,18
501,263,350,18,18
389,372,344,24,18
311,501,321,30,18
235,652,286,36,18
188,733,256,42,18
565,126,416,6,24
500,170,470,12,24
419,225,484,18,24
339,313,462,24,24
272,407,430,30,24
212,507,372,36,24
169,556,320,42,24
435,114,521,6,30
399,147,599,12,30
339,191,649,18,30
282,249,632,24,30
236,305,575,30,30
192,371,486,36,30
153,403,411,42,30
328,105,647,6,36
302,130,771,12,36
273,163,831,18,36
238,202,801,24,36
201,241,719,30,36
170,277,607,36,36
147,307,491,42,36
244,93,744,6,42
240,115,882,12,42
227,140,966,18,42
199,165,961,24,42
176,189,851,30,42
143,210,689,36,42
133,229,566,42,42
210,90,753,6,48
208,107,914,12,48
193,125,1013,18,48
175,143,1008,24,48
152,158,887,30,48
134,174,730,36,48
122,189,574,42,48
