338.4008053 223.8251725 489.7815333 0 2
360.4276081 235.1636404 505.8027699 0 4
382.3274875 245.9856329 516.1381936 0 6
405.1566798 256.9507948 522.4004594 0 8
429.1244255 268.1724726 525.0929587 0 10
452.1543014 278.5095022 522.8372623 0 12
475.6734861 288.8401355 517.5666629 0 14
499.2588437 298.9799591 509.5474414 0 16
521.184082 308.073211 498.099688 0 18
542.5966037 316.831929 484.9156477 0 20
562.8668746 325.0055876 470.2748108 0 22
579.6218336 331.4453796 453.1376388 0 24
594.7352965 337.2249822 435.64792 0 26
607.3292772 341.969128 417.7960671 0 28
615.7543726 344.8933459 399.0214431 0 30
619.6586273 345.8611651 379.6891588 0 32
620.8102251 345.8178627 361.2327654 0 34
616.8429323 343.532998 342.5657668 0 36
607.6825202 338.9488611 323.8589578 0 38
594.2580713 332.5022289 305.8353266 0 40
576.4549192 324.0826496 288.5578527 0 42
552.8912565 313.2683998 271.3032165 0 44
332.3534864 222.5583389 493.1761298 2 0
391.812489 262.3806835 573.3044963 2 2
417.1668874 274.434985 588.6548956 2 4
443.0355686 286.8040694 599.4574666 2 6
469.4611812 299.2169242 605.5025402 2 8
496.3767266 311.5432021 606.8788365 2 10
523.4457266 323.6312087 603.9232582 2 12
550.530208 335.4382091 597.1038173 2 14
577.2669267 346.8328726 586.8711576 2 16
603.0548579 357.5817543 573.5974042 2 18
627.5897578 367.6094388 557.8595585 2 20
650.2985845 376.7363617 540.1708175 2 22
670.5005923 384.6958869 520.8142559 2 24
687.7902318 391.3932649 500.3890696 2 26
701.5209213 396.5996335 479.1753253 2 28
711.37681 400.2220429 457.5616323 2 30
716.686722 401.9816147 435.7681578 2 32
717.5229702 401.9530192 414.1941767 2 34
713.2848764 399.840538 392.8792041 2 36
703.8640238 395.6143744 371.9467014 2 38
689.1776878 389.2820676 351.4930489 2 40
669.1201955 381.0244455 331.4887637 2 42
645.5919655 373.2427524 312.5315023 2 44
343.0908226 233.0876768 520.4081034 4 0
401.4989576 273.4784585 604.1254994 4 2
427.2240391 285.8752789 619.9121417 4 4
454.1090046 298.9021024 630.850156 4 6
481.6803814 312.091677 636.6623884 4 8
509.7323402 325.2377588 637.4291299 4 10
538.2339213 338.3466562 633.7945561 4 12
566.6760449 351.1446038 625.9002733 4 14
594.6961732 363.5069418 614.3265862 4 16
621.9553178 375.3228627 599.6928002 4 18
647.8802735 386.3754302 582.4250987 4 20
671.7679451 396.4061545 563.0292206 4 22
693.2329604 405.3031612 542.0827195 4 24
711.6630198 412.8677994 520.0519836 4 26
726.3153213 418.7933845 497.230585 4 28
736.8799819 423.0182434 474.0751071 4 30
742.9039963 425.3572118 450.9365026 4 32
743.8195922 425.5715196 427.8716169 4 34
739.5457427 423.6397529 405.2644621 4 36
729.926174 419.5022067 383.2151506 4 38
714.7437077 413.1436451 361.7276209 4 40
693.8677018 404.6448377 340.9134566 4 42
669.2213682 395.8510034 321.8926736 4 44
350.8946044 242.8052348 544.7621337 6 0
409.6279375 284.6305991 632.9662445 6 2
435.6262189 297.67424 649.7293189 6 4
463.0698488 311.4368527 660.9570692 6 6
491.4349605 325.4945967 666.650837 6 8
520.4151897 339.6028067 666.9150972 6 10
549.8533729 353.7101502 662.4264846 6 12
579.3396186 367.5864313 653.4794133 6 14
608.4987815 381.089394 640.6811392 6 16
636.8054828 393.9992278 624.5910215 6 18
663.7668019 406.1351217 605.7549853 6 20
688.8057947 417.2780767 584.8395578 6 22
711.2521775 427.17745 562.2632879 6 24
730.5287911 435.6265601 538.604092 6 26
745.9910418 442.3606253 514.2550366 6 28
757.2068706 447.2642526 489.6284467 6 30
763.5944669 450.0576924 465.0470596 6 32
764.8377177 450.6379566 440.7277957 6 34
760.6549153 448.8697364 416.9555015 6 36
750.798659 444.6440134 393.8022467 6 38
735.3575191 438.063636 371.5042211 6 40
713.9210191 428.947432 350.098912 6 42
688.7544123 419.2733937 330.9801685 6 44
357.0311222 252.6745472 568.2699385 8 0
415.7593364 295.6501557 659.788791 8 2
442.0971472 309.6037502 677.8755158 8 4
469.8553074 324.1884049 689.425862 8 6
498.7037271 339.176581 695.0147407 8 8
528.3131051 354.3216928 694.8239937 8 10
558.41915 369.5165922 689.5242196 8 12
588.6569423 384.5537837 679.5259315 8 14
618.5726283 399.2314809 665.4422847 8 16
647.7287891 413.3679391 647.9794135 8 18
675.5125497 426.6974962 627.6455775 8 20
701.3339324 438.9835857 605.1665247 8 22
724.5573966 449.9708187 581.0321916 8 24
744.5409654 459.3986878 555.8327989 8 26
760.6192076 466.9957153 530.0062314 8 28
772.3436448 472.5906118 503.9584492 8 30
779.1116075 475.8971475 478.0589667 8 32
780.65183 476.8328127 452.5522574 8 34
776.5627069 475.1626398 427.6943884 8 36
766.6900758 470.8175653 403.6146658 8 38
750.9749609 463.7707238 380.5237248 8 40
729.0714991 453.8265721 358.5292852 8 42
702.8200073 442.6262211 338.8844048 8 44
361.3832669 262.5193216 590.3816211 10 0
420.0446858 306.6960138 684.913073 10 2
446.2519458 321.3297062 703.5872805 10 4
474.1621056 336.8345019 715.5318909 10 6
503.2662966 352.8340912 721.0655573 10 8
533.1908039 369.0638097 720.4094895 10 10
563.6841948 385.4193865 714.3369453 10 12
594.3693578 401.6804906 703.3329674 10 14
624.8182112 417.6479676 688.0732156 10 16
654.4441093 433.0423905 669.2286937 10 18
682.788703 447.6512366 647.4789131 10 20
709.1597101 461.1724033 623.5298419 10 22
732.9010477 473.3055694 597.9213508 10 24
753.3494347 483.7571183 571.2653906 10 26
769.893724 492.2609793 544.052464 10 28
782.0096889 498.586792 516.7030526 10 30
789.0826517 502.4297764 489.5855633 10 32
790.8380385 503.6582778 462.9751216 10 34
786.8637012 502.0326602 437.1377482 10 36
777.0239767 497.4828448 412.2197159 10 38
761.1929153 489.9001059 388.4245542 10 40
739.1746323 479.1581369 365.9346073 10 42
712.8731458 467.0066302 346.0383707 10 44
363.3374206 271.6490154 609.2292147 12 0
422.12514 317.3525272 707.1855472 12 2
448.1995469 332.819655 726.585462 12 4
476.0624459 349.283089 738.8601375 12 6
505.1576496 366.3229816 744.3021907 12 8
535.1627397 383.7006902 743.2452424 12 10
565.781383 401.2824537 736.4703379 12 12
596.6156928 418.8195245 724.4993801 12 14
627.2628723 436.1110812 708.1273309 12 16
657.1322047 452.850347 688.0382262 12 18
685.7187405 468.7863161 664.9510207 12 20
712.3490598 483.5857187 639.6464938 12 22
736.3605044 496.9128351 612.6771944 12 24
757.1011668 508.4679772 584.712947 12 26
773.9131931 517.9041 556.2400166 12 28
786.2742224 524.9834664 527.709883 12 30
793.5757264 529.3619977 499.5007951 12 32
795.5319965 530.8938965 471.9140464 12 34
791.721005 529.3180241 445.2192989 12 36
781.9504342 524.4775475 419.5602402 12 38
766.1627874 516.3235828 395.143653 12 40
744.0415881 504.6106869 372.1459158 12 42
717.2074808 490.881061 351.7118441 12 44
363.2490621 280.2175714 624.897719 14 0
422.0972006 327.5406399 726.127527 14 2
447.9351111 343.9025406 746.2389764 14 4
475.580773 361.3591731 758.8180823 14 6
504.4744452 379.4860136 764.2058803 14 8
534.2887275 398.0303572 762.7575541 14 10
564.7755768 416.8696334 755.3574747 14 12
595.498502 435.7315904 742.5631315 14 14
626.0368064 454.376877 725.1743935 14 16
655.8633789 472.5075578 703.9917291 14 18
684.4147136 489.810255 679.7293914 14 20
711.0282853 505.9259901 653.2042575 14 22
735.0730971 520.5033496 625.0365433 14 24
755.8887021 533.185781 595.9210848 14 26
772.7555764 543.5631776 566.3302012 14 28
785.2390985 551.4249746 536.7862894 14 30
792.6916868 556.356128 507.6674808 14 32
794.783423 558.1687021 479.2362666 14 34
791.1429085 556.6034998 451.8082846 14 36
781.5699771 551.4862039 425.5289289 14 38
765.9606434 542.7396226 400.6058675 14 40
743.9336027 530.0290066 377.1611402 14 42
717.7103293 515.407503 356.5998631 14 44
361.7314205 288.627847 638.1280448 16 0
419.9323955 337.0437355 741.053696 16 2
445.5439614 354.4595895 762.1024424 16 4
472.7537365 372.8912325 774.8734598 16 6
501.2447074 392.108011 780.2042945 16 8
530.6391316 411.8240393 778.4098852 16 10
560.7118008 431.919078 770.4693648 16 12
591.0514919 452.1094991 756.9540763 16 14
621.2110902 472.1244892 738.7015074 16 16
650.6959812 491.6544537 716.5925693 16 18
678.9354103 510.3434318 691.3372058 16 20
705.2793393 527.7980964 663.8113449 16 22
729.1010214 543.6337193 634.6540517 16 24
749.7478679 557.4476442 604.5727494 16 26
766.5271701 568.8111729 574.1001719 16 28
778.9739967 577.4415023 543.7219491 16 30
786.4557813 582.9061742 513.8443481 16 32
788.6836106 585.0304933 484.7579597 16 34
785.2345309 583.4688454 456.7663817 16 36
775.9133511 578.0615513 429.9928109 16 38
760.6078481 568.6941608 404.6646395 16 40
738.8072185 554.9213415 380.8576683 16 42
712.7059177 538.7894161 359.9366732 16 44
358.8441988 296.7241191 648.4294921 18 0
416.2230326 346.1783756 752.5229941 18 2
441.1486885 364.3247127 773.6702782 18 4
467.7760597 383.7255018 786.5949745 18 6
495.6246687 403.9894033 791.8252163 18 8
524.3876228 424.858681 789.7431207 18 10
553.8337602 446.2010184 781.3754613 18 12
583.5217603 467.6973312 767.2959468 18 14
613.0650447 489.0805519 748.3885561 18 16
641.9386252 509.9904033 725.542398 18 18
669.6141056 530.0601112 699.5387157 18 20
695.4344212 548.8437648 671.2393773 18 22
718.8063745 565.9280012 641.330231 18 24
739.0698325 580.8600413 610.5409002 18 26
755.5732744 593.1878237 579.3916971 18 28
767.8477924 602.5820149 548.3968223 18 30
775.2867255 608.5937391 517.9757804 18 32
777.5462845 610.9583841 488.4012743 18 34
774.2862875 609.3912344 459.9929251 18 36
765.2688339 603.6843642 432.8881882 18 38
750.351864 593.6697462 407.2774622 18 40
729.2807046 579.1264404 383.3235243 18 42
703.9473972 561.8537935 362.3027027 18 44
354.0397132 303.7715428 654.0338437 20 0
410.6320445 354.3741615 759.1916471 20 2
434.8345891 373.3210183 780.5390657 20 4
460.7139391 393.6423076 793.5321602 20 6
487.7653031 414.914287 798.6585482 20 8
515.6949766 436.896526 796.395941 20 10
544.2729856 459.4212788 787.6929196 20 12
573.0931414 482.1750669 773.2056213 20 14
601.7659731 504.8666175 753.8517252 20 16
629.7861932 527.1000128 730.5036007 20 18
656.6512856 548.5007102 703.9939157 20 20
681.7216024 568.5693171 675.2029625 20 22
704.418377 586.8559955 644.8121065 20 24
724.1058503 602.8754347 613.5644991 20 26
740.1786631 616.1403 582.0044835 20 28
752.1470158 626.2714441 550.6390216 20 30
759.437766 632.7886035 519.8827679 20 32
761.7436304 635.4378589 490.0402136 20 34
758.6926169 633.8812558 461.4243535 20 36
750.0180671 627.8555816 434.1419989 20 38
735.6529526 617.2778511 408.4006729 20 40
715.2311736 601.7803539 384.3486486 20 42
690.4117032 582.9712179 363.1341741 20 44
347.3893729 309.5912965 654.5738909 22 0
403.4177562 361.6206922 761.0835989 22 2
426.7609769 381.2818698 782.4102857 22 4
451.7149635 402.4335056 795.3626819 22 6
477.8149026 424.6458639 800.4222347 22 8
504.7270306 447.6420735 798.0014236 22 10
532.2561816 471.2695522 789.1278295 22 12
560.0059721 495.1947753 774.445502 22 14
587.5905726 519.0998281 754.8584309 22 16
614.5484099 542.5802504 731.2931136 22 18
640.384981 565.2156314 704.5530551 22 20
664.4996645 586.4928161 675.5411212 22 22
686.3450668 605.9225895 644.9524956 22 24
705.3002021 622.9662282 613.527187 22 26
720.7680687 637.0904716 581.8108302 22 28
732.3353095 647.9339226 550.3397344 22 30
739.4261941 654.949835 519.5221575 22 32
741.712506 657.8465676 489.6231357 22 34
738.8431142 656.27363 460.9727098 22 36
730.6103304 649.9956609 433.6961502 22 38
716.9083435 638.9125908 408.0059159 22 40
